id,scene,caption
61503,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the green packet of tissue from the table to the Yellow Book"
61504,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the blue packet of tissue from the table to the Yellow Book"
61505,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the pink earplugs from the table to the Yellow Book"
61506,Office,"Bring the green hand cream from the Yellow Book to the table with your left hand, and put the blue earplugs from the table to the Yellow Book with your right hand"
61507,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the green earplugs from the table to the Yellow Book"
61508,Office,"With your left hand, take the green hand cream from the Yellow Book to the table, and with your right hand, put the pink and white eye mask on the table to the Yellow Book"
61509,Office,"With your left hand, take the green hand cream from the Yellow Book to the table, and with your right hand, put the black eye patch from the table to the Yellow Book"
61510,Office,"The left hand brings the green hand cream from the Yellow Book to the table, and the right hand puts the flesh-colored eye patch from the table to the Yellow Book"
61511,Office,"The left hand brings the purple hand cream from the Yellow Book to the table, and the right hand puts the pink glasses from the table to the Yellow Book"
61512,Office,"With your left hand, bring the purple hand cream from the Yellow Book to the table, and with your right hand, put the green glasses from the table to the Yellow Book"
61513,Office,"With your left hand, bring the purple hand cream from the Yellow Book to the table, and with your right hand, put the black glasses from the table to the Yellow Book"
61514,Office,"The left hand moves the purple hand cream from the Yellow Book to the table, and the right hand moves the Huawei phone from the table to the Yellow Book"
61515,Office,"The left hand moves the purple hand cream from the Yellow Book to the table, and the right hand moves the black iPhone from the table to the Yellow Book"
61516,Office,"With your left hand, bring the purple hand cream from the Yellow Book to the table, and with your right hand, put the white iPhone on the table to the Yellow Book"
61517,Office,"With your left hand, bring the purple hand cream from the Yellow Book to the desktop, and with your right hand, put the black remote control from the desktop to the Yellow Book"
61518,Office,"Bring the purple hand cream from the Yellow Book to the desktop with your left hand, and put the white remote control from the desktop to the Yellow Book with your right hand"
61519,Office,"Bring the purple hand cream from the Yellow Book to the desktop with your left hand, and put the blue remote control from the desktop to the Yellow Book with your right hand"
61520,Office,"With your left hand, bring the purple hand cream from the Yellow Book to the desktop, and with your right hand, place the wired black headphones from the desktop to the Yellow Book"
61521,Office,"With your left hand, bring the purple hand cream from the Yellow Book to the desktop, and with your right hand, place the wired white headphones from the desktop to the Yellow Book"
61522,Office,"With your left hand, bring the purple hand cream from the Yellow Book to the desktop, and with your right hand, place the wired white and white headphones from the desktop to the Yellow Book"
61523,Office,"Your left hand brings the purple hand cream from the Yellow Book to the table, and your right hand puts the red watch from the table to the Yellow Book"
61524,Office,"Your left hand brings the purple hand cream from the Yellow Book to the table, and your right hand puts the orange watch from the table to the Yellow Book"
